objectid,subject,filename,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,format,LEGALNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8403601906,GMU,demo_001.jpg,223807606,,B03,,712110,WOMEN DIVERS HALL OF FAME,image/jpeg,WOMEN DIVERS HALL OF FAME INC,,43 MACKEY AVE,PRT WASHINGTN,NY,11050-3628,11050,,,,,,,,WOMEN DIVERS HALL OF FAME INC,201312,3,49342,35639,43 MACKEY AVE,PRT WASHINGT,NY,11050-3628,200210,,,,,-73.69016,40.82735,2,2,2,36,059,43 MACKEY AVE,PRT WASHINGT,NY,11050-3628,11050,1,1,0,0,0,0,0,0
8402500739,HST,demo_001.jpg,061714258,,A54,,712110,WOMEN AT WORK MUSEUM,image/jpeg,WOMEN AT WORK MUSEUM INC,,PO BOX 355,ATTLEBORO,MA,02703-0006,02703,35 COUNTY STREE,ATTLEBORO,MA,02703-0006,02703,5082224430,HTTP://WWW.WOMENATWORKMUSEUM.ORG,WOMEN AT WORK MUSEUM INC,201312,0,0,0,PO BOX 355,ATTLEBORO,MA,02703-0006,200505,,,,,-71.30205,41.93053,1,1,2,25,005,35 COUNTY STREE,ATTLEBORO,MA,02703-0006,02703,1,0,0,1,0,0,0,
8409400766,GMU,demo_001.jpg,,,,,,WOMEN & THEIR WORK ART GALLERY,image/jpeg,WOMEN & THEIR WORK ART GALLERY,,1710 LAVACA ST.,AUSTIN,TX,78701,78701,,,,,,,,,,,,,,,,,,,,,,-97.74139,30.2799,5,6,2,48,453,1710 LAVACA ST.,AUSTIN,TX,78701,78701,0,0,0,0,0,1,0,0
8402500558,HSC,demo_001.jpg,043489727,,A80,,712120,VALLEY WOMENS HISTORY COLLABORATIVE,image/jpeg,VALLEY WOMENS HISTORY COLLABORATIVE INC,,75 HILLSIDE RD,SOUTH DEERFIELD,MA,01373-9710,01373,,,,,,,HTTP://VWHC.ORG/,VALLEY WOMENS HISTORY COLLABORATIVE INC,201412,0,0,0,20 TRIANGLE ST,AMHERST,MA,01002-2142,201202,,,,,-72.51371,42.37676,1,1,2,25,015,20 TRIANGLE ST,AMHERST,MA,01002-2142,01002,1,1,0,0,0,0,0,0
8404801050,HSC,demo_001.jpg,741894117,,A82,,,TEXAS FEDERATION OF WOMEN'S CLUBS MANSION,image/jpeg,TEXAS FEDERATION OF WOMENS CLUBS HISTORICAL FOUNDATION,TEXAS FEDERATION OF WOMENS CLUBS HISTORICAL FOUNDATION,2312 SAN GABRIEL ST,AUSTIN,TX,78705-5014,78705,,,,,,5124765845,HTTP://THEMANSION.INFO/,TEXAS FEDERATION OF WOMENS CLUBS HISTORICAL FOUNDATION,201406,5,624285,624285,2312 SAN GABRIEL ST,AUSTIN,TX,78705-5014,197702,,,,,-97.74833,30.28789,5,6,1,48,453,2312 SAN GABRIEL ST,AUSTIN,TX,78705-5014,78705,1,1,0,0,1,0,0,0
8404801198,GMU,demo_001.jpg,742604939,,P80,,712110,SAN ANTONIO WOMENS CELEBRATION AND HALL OF FAME,image/jpeg,SAN ANTONIO WOMENS CELEBRATION AND HALL OF FAME,,PO BOX 461104,SAN ANTONIO,TX,78246-1104,78246,,,,,,,,SAN ANTONIO WOMENS CELEBRATION AND HALL OF FAME,201406,0,0,0,PO BOX 461104,SAN ANTONIO,TX,78246-1104,200911,,,,,-98.4862,29.53529,5,6,1,48,029,PO BOX 461104,SAN ANTONIO,TX,78246-1104,78246,1,1,0,0,0,0,0,0
8401700461,HSC,demo_001.jpg,263731595,,A80,,712120,PORTRAITS OF GREAT AMERICAN WOMEN ACHIEVERS,image/jpeg,PORTRAITS OF GREAT AMERICAN WOMEN ACHIEVERS INC,,2706 W 85TH PLACE,CHICAGO,IL,60652-3920,60652,,,,,,3126642506,,PORTRAITS OF GREAT AMERICAN WOMEN ACHIEVERS INC,201306,0,0,0,2706 W 85TH PL,CHICAGO,IL,60652-3920,200903,,,,,-87.69064,41.73864,4,3,1,17,031,2706 W 85TH PL,CHICAGO,IL,60652-3920,60652,1,1,0,0,0,0,0,0
8404201522,GMU,demo_001.jpg,300648357,,A50,,712110,PENNSYLVANIA WOMENS HALL OF ACHIEVEMENT,image/jpeg,PENNSYLVANIA WOMENS HALL OF ACHIEVEMENT,,1527 BALLINGER ST,PITTSBURGH,PA,15210-3401,15210,,,,,,,,PENNSYLVANIA WOMENS HALL OF ACHIEVEMENT,201312,0,0,0,1527 BALLINGER ST,PITTSBURGH,PA,15210-3401,201303,,,,,-80.0028,40.40068,2,2,1,42,003,1527 BALLINGER ST,PITTSBURGH,PA,15210-3401,15210,1,1,0,0,0,0,0,0
8404100213,HSC,demo_001.jpg,273461105,,A80,,712120,OREGON WOMENS HISTORY CONSORTIUM,image/jpeg,OREGON WOMENS HISTORY CONSORTIUM INC,,3744 SE 74TH AVE,PORTLAND,OR,97206-2436,97206,,,,,,,,OREGON WOMENS HISTORY CONSORTIUM INC,201412,0,0,0,2603 NE 11TH AVE,PORTLAND,OR,97212-4135,201103,,,,,-122.65459,45.54152,6,8,1,41,051,2603 NE 11TH AVE,PORTLAND,OR,97212-4135,97212,1,1,0,0,0,0,0,0
8401800546,SCI,demo_001.jpg,352008905,,A57,,712110,NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA,image/jpeg,NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA,,1132 FILLMORE ST,GARY,IN,46407-1109,46407,,,,,,,,NORTHWEST INDIANA WOMENS MUSEUM OF GARY INDIANA,201312,0,0,0,1132 FILLMORE ST,GARY,IN,46407-1109,199808,,,,,-87.35065,41.59129,4,3,1,18,089,1132 FILLMORE ST,GARY,IN,46407-1109,46407,1,0,0,0,0,0,0,
8400602122,HSC,demo_001.jpg,900812586,,A80,,712120,NIKKEI WOMEN LEGACY ASSOCIATION,image/jpeg,NIKKEI WOMEN LEGACY ASSOCIATION,,11338 SUNSHINE TERRACE,STUDIO CITY,CA,91604-3125,91604,,,,,,,,NIKKEI WOMEN LEGACY ASSOCIATION,201401,0,0,0,4718 VANDERHILL RD,TORRANCE,CA,90505-4338,201209,,,,,-118.36408,33.81729,6,8,1,06,037,4718 VANDERHILL RD,TORRANCE,CA,90505-4338,90505,1,1,0,0,0,0,0,0
8403500136,GMU,demo_001.jpg,311603780,,T11,,712110,NEW MEXICO WOMEN IN THE ARTS,image/jpeg,NEW MEXICO COMMITTEE OF THE NATIONAL MUSEUM OF WOMEN IN THE,NEW MEXICO COMMITTEE OF THE NATIONAL MUSEUM OF WOMEN IN THE,PO BOX 31314,SANTA FE,NM,87594-8759,87594,PO BOX 31314,SANTA FE,NM,87594-8759,87594,,HTTP://NEWMEXICOWOMENINTHEARTS.ORG,NEW MEXICO COMMITTEE OF THE NATIONAL MUSEUM OF WOMEN IN THE,201412,0,0,0,PO BOX 31314,SANTA FE,NM,87594-1314,199810,,,,,-105.94854,35.69316,5,6,1,35,049,PO BOX 31314,SANTA FE,NM,87594-8759,87594,1,1,0,0,0,0,0,0
8403200102,HSC,demo_001.jpg,461969895,,A82,,,NEVADA WOMENS HISTORY PROJECT,image/jpeg,NEVADA WOMENS HISTORY PROJECT,,770 SMITHRIDGE DR,RENO,NV,89502-0708,89502,,,,,,7757862335,HTTP://NEVADAWOMENSFUND.ORG/,NEVADA WOMENS HISTORY PROJECT,201412,0,0,0,770 SMITHRIDGE DR STE 30,RENO,NV,89502-0708,201309,,,,,-119.78677,39.47938,6,8,1,32,031,770 SMITHRIDGE DR STE 30,RENO,NV,89502-0708,89502,1,1,0,0,1,0,0,0
8405100810,HST,demo_001.jpg,541801426,,A54,107249190,712110,NATIONAL WOMENS HISTORY MUSEUM,image/jpeg,NATIONAL WOMENS HISTORY MUSEUM,,205 S WHITING ST STE 254,ALEXANDRIA,VA,22304-3693,22304,,,,,,7034611920,HTTPS://WWW.NWHM.ORG/,NATIONAL WOMENS HISTORY MUSEUM,201312,6,1572165,1503932,205 S WHITING ST STE 254,ALEXANDRIA,VA,22304-3693,199702,,,,,-77.1373,38.81278,3,5,1,51,510,205 S WHITING ST STE 254,ALEXANDRIA,VA,22304-3693,22304,1,0,1,1,0,0,0,
8403601916,GMU,demo_001.jpg,237042891,,A50,101316198,712110,NATIONAL WOMENS HALL OF FAME,image/jpeg,NATIONAL WOMENS HALL OF FAME,,76 FALL ST,SENECA FALLS,NY,13148-1409,13148,76 FALL STREETPO BOX 335,SENECA FALLS,NY,13148-1409,13148,3155688060,HTTP://WWW.WOMENOFTHEHALL.ORG/,NATIONAL WOMENS HALL OF FAME,201312,5,513655,499321,76 FALL ST,SENECA FALLS,NY,13148-1409,000000,,,,,-76.79261,42.90745,2,2,3,36,099,76 FALL STREETPO BOX 335,SENECA FALLS,NY,13148-1409,13148,1,1,1,1,1,0,0,0
8401100142,ART,demo_001.jpg,521238810,,A51,107940132,712110,NATIONAL MUSEUM OF WOMEN IN THE ARTS,image/jpeg,NATIONAL MUSEUM OF WOMEN IN THE ARTS INC,,1250 NEW YORK AVE NW,WASHINGTON,DC,20005-3970,20005,,,,,,,HTTP://NMWA.ORG/,NATIONAL MUSEUM OF WOMEN IN THE ARTS INC,201406,7,9848036,6472816,1250 NEW YORK AVE NW,WASHINGTON,DC,20005-3970,198203,,,,,-77.02883,38.90038,2,2,1,11,001,1250 NEW YORK AVE NW,WASHINGTON,DC,20005-3970,20005,1,1,1,1,0,0,0,
8403600973,GMU,demo_001.jpg,134099288,,A54,124690913,,MUSEUM WOMEN HISTORY LEADERSHIP CENTER,image/jpeg,MUSEUM WOMEN HISTORY LEADERSHIP CENTER,,PO BOX 899,NEW YORK,NY,10163-0899,10163,,,,,,2126814549,,,,,,,,,,,,,,,,-73.94293,40.68836,2,2,1,36,061,PO BOX 899,NEW YORK,NY,10163-0899,10163,0,1,0,0,0,0,0,0
8403000251,GMU,demo_001.jpg,810503254,,A50,038688789,712110,MUSEUM OF WOMENS HISTORY,image/jpeg,MUSEUM OF WOMENS HISTORY,,2822 3RD AVENUE NORTH B-3,BILLINGS,MT,59101-1934,59101,,,,,,4062482015,,MUSEUM OF WOMENS HISTORY,201212,0,0,0,2822 3RD AVENUE NORTH B-,BILLINGS,MT,59101-1934,199603,,,,,-108.50769,45.7836,5,7,1,30,111,2822 3RD AVENUE NORTH B-,BILLINGS,MT,59101-1934,59101,1,1,0,0,1,0,0,0
8400602003,ART,demo_001.jpg,770429034,,A51,,712110,MONTEREY BAY WOMENS CAUCUS FOR ART,image/jpeg,MONTEREY BAY WOMENS CAUCUS FOR ART,,PO BOX 283,AROMAS,CA,95004-0283,95004,,,,,,,,MONTEREY BAY WOMENS CAUCUS FOR ART,201309,0,0,0,PO BOX 283,AROMAS,CA,95004-0283,199611,,,,,-121.63906,36.87746,6,8,4,06,053,PO BOX 283,AROMAS,CA,95004-0283,95004,1,0,0,0,0,0,0,
8402400155,HST,demo_001.jpg,201166317,,A54,,712110,MARYLAND WOMENS HERITAGE CENTER AND MUSEUM,image/jpeg,MARYLAND WOMENS HERITAGE CENTER AND MUSEUM INC,,10881 SANDRINGHAM RD,COCKEYSVILLE,MD,21046,21046,10881 SANDRINGHAM RD,COCKEYSVILLE,MD,21046,21046,4106668827,,MARYLAND WOMENS HERITAGE CENTER AND MUSEUM INC,201306,4,174063,173559,C/O RJ TOMLINSON 8630M G,COLUMBIA,MD,21046-0000,200503,,,,,-76.60545,39.48526,2,2,2,24,005,10881 SANDRINGHAM RD,COCKEYSVILLE,MD,21046,21046,1,0,0,0,0,0,0,
8400601699,GMU,demo_001.jpg,680190023,,P27,,712110,MARIN WOMENS HALL OF FAME,image/jpeg,THE CENTER FOR EXCELLENCE,,PO BOX 4142,SAN RAFAEL,CA,94913-4142,94913,940 POWELL STREET,SAN FRANCISCO,CA,94913-4142,94913,4153976886,,THE CENTER FOR EXCELLENCE,201406,0,0,0,PO BOX 4142,NOVATO,CA,94913-0000,198910,,,,,-122.40941,37.79363,6,8,1,06,075,940 POWELL STREET,SAN FRANCISCO,CA,94913-4142,94913,1,1,0,0,0,0,0,0
8403901284,HSC,demo_001.jpg,351772560,,A82,,712120,JOURNAL OF WOMEN'S HISTORY,image/jpeg,JOURNAL OF WOMENS HISTORY INC,,6209 BROWN RD,OXFORD,OH,45056-8833,45056,,,,,,,,JOURNAL OF WOMENS HISTORY INC,201112,3,74995,74995,6209 BROWN RD,OXFORD,OH,45056-8833,198908,,,,,-84.75207,39.53296,4,3,4,39,017,6209 BROWN RD,OXFORD,OH,45056-8833,45056,1,1,0,0,0,0,0,0
8403900528,HST,demo_001.jpg,310889469,,A54,,712110,INTERNATIONAL WOMENS AIR AND SPACE MUSEUM,image/jpeg,INTERNATIONAL WOMENS AIR AND SPACE MUSEUM INC,,1501 N MARGINAL RD STE 165,CLEVELAND,OH,44114-3726,44114,,,,,,,HTTP://WWW.IWASM.ORG,INTERNATIONAL WOMENS AIR AND SPACE MUSEUM INC,201312,4,337926,104482,1501 N MARGINAL RD STE 1,CLEVELAND,OH,44114-3726,197607,,,,,-81.68626,41.51354,4,3,1,39,035,1501 N MARGINAL RD STE 1,CLEVELAND,OH,44114-3726,44114,1,1,0,1,0,0,0,
8400601885,GMU,demo_001.jpg,770072401,,A50,879599090,712110,INTERNATIONAL MUSEUM OF WOMEN,image/jpeg,INTERNATIONAL MUSEUM OF WOMEN,,235 MONTGOMERY ST FL 12,SAN FRANCISCO,CA,94104-3115,94104,101 HOWARD ST STE 480,SAN FRANCISCO,CA,94104-3115,94104,4155434669,HTTP://WWW.IMOW.ORG,INTERNATIONAL MUSEUM OF WOMEN,201402,5,985698,780288,222 SUTTER ST STE 500,SAN FRANCISC,CA,94108-4456,198509,,,,,-122.39247,37.79123,6,8,1,06,075,101 HOWARD ST STE 480,SAN FRANCISCO,CA,94104-3115,94104,1,1,0,0,0,0,0,0
8401100122,GMU,demo_001.jpg,450705201,,A51,,,INTERNATIONAL MUSEUM OF WOMEN,image/jpeg,INTERNATIONAL MUSEUM OF WOMEN,FOUNDATION FOR THE INTERNATIONAL MUSEUM FOR WOMEN IN,505 9TH ST NW STE,WASHINGTON,DC,20004-2166,20004,,,,,,,,,,,,,,,,,,,,,,-77.02346,38.8965,2,2,1,11,001,505 9TH ST NW STE,WASHINGTON,DC,20004-2166,20004,0,1,0,0,0,0,0,0
8401701172,HSC,demo_001.jpg,371390600,,A80,,712120,ILLINOIS WOMENS MILITARY AND CIVIL MEMORIAL,image/jpeg,ILLINOIS WOMENS MILITARY AND CIVILIAN MEMORIAL INC,,2 DIAL COURT,NORMAL,IL,61761-1626,61761,,,,,,,HTTP://IWMCM.ORG,ILLINOIS WOMENS MILITARY AND CIVILIAN MEMORIAL INC,201404,0,0,0,2 DIAL CT,NORMAL,IL,61761-1626,200008,,,,,-88.98641,40.5193,4,3,1,17,113,2 DIAL CT,NORMAL,IL,61761-1626,61761,1,1,0,0,0,0,0,0
8403000066,GMU,demo_001.jpg,030605818,,,,,HIGH PLAINS WOMENS MUSEUM,image/jpeg,HIGH PLAINS WOMENS MUSEUM,,PO BOX 1604,BILLINGS,MT,59103,59103,207 N 28TH STREET,BILLINGS,MT,59103,59103,4062940250,,,,,,,,,,,,,,,,-108.50661,45.78344,5,7,1,30,111,207 N 28TH STREET,BILLINGS,MT,59103,59103,0,1,0,0,0,0,0,0
8404000113,HSC,demo_001.jpg,030540202,,A80,,712110,HALL OF FAME OF WOMENS OKLAHOMA GOLF ASSOCIATION,image/jpeg,HALL OF FAME OF WOMENS OKLAHOMA GOLF ASSOCIATION,,1123 WESTWOOD DR,STILLWATER,OK,74074-1117,74074,,,,,,,HTTP://WWW.WOGA.US/,HALL OF FAME OF WOMENS OKLAHOMA GOLF ASSOCIATION,201406,0,0,0,1123 WESTWOOD DR,STILLWATER,OK,74074-1117,200501,,,,,-97.13033,36.1087,5,6,3,40,119,1123 WESTWOOD DR,STILLWATER,OK,74074-1117,74074,1,1,0,0,0,0,0,0
8401201021,GMU,demo_001.jpg,593598654,,T70,,712110,FLORIDA MUSEUM FOR WOMEN ARTISTS,image/jpeg,FLORIDA MUSEUM FOR WOMEN ARTISTS INC,,100 N WDLND BLVD STE 1,DELAND,FL,32720-4249,32720,600 NORTH WOODLAND AVENUE,DELAND,FL,32720-4249,32720,3867344371,HTTP://WWW.MOARTDELAND.ORG/,FLORIDA MUSEUM FOR WOMEN ARTISTS INC,201312,4,160280,138568,100 N WOODLAND BLVD SUIT,DELAND,FL,32720-4249,200001,,,,,-81.30421,29.03773,3,5,2,12,127,600 NORTH WOODLAND AVENUE,DELAND,FL,32720-4249,32720,1,1,1,0,1,0,0,0
8402600990,HSC,demo_001.jpg,386091402,,A80,,712120,DAVID HORODOKER WOMENS ORGANIZATION,image/jpeg,DAVID HORODOKER WOMENS ORGANIZATION,,6945 CHIMNEY HILL DR APT 1611,W BLOOMFIELD,MI,48322-4542,48322,,,,,,2486262347,,DAVID HORODOKER WOMENS ORGANIZATION,201312,3,56954,56954,6945 CHIMNEY HILL DR APT,W BLOOMFIELD,MI,48322-4542,199811,,,,,-83.36517,42.53702,4,3,2,26,125,6945 CHIMNEY HILL DR APT,W BLOOMFIELD,MI,48322-4542,48322,1,1,0,0,0,0,0,0
8400900260,GMU,demo_001.jpg,061492895,,A50,,813410,CONNECTICUT WOMENS HALL OF FAME,image/jpeg,CONNECTICUT WOMENS HALL OF FAME INC,,320 FITCH ST,NEW HAVEN,CT,06515-1306,06515,,,,,,3203482478,,CONNECTICUT WOMENS HALL OF FAME INC,201406,4,442572,442572,320 FITCH ST,NEW HAVEN,CT,06515-1306,199710,,,,,-72.94979,41.33152,1,1,1,09,009,320 FITCH ST,NEW HAVEN,CT,06515-1306,06515,1,1,0,1,1,0,0,0
8400800487,GMU,demo_001.jpg,841042510,,A50,,712110,COLORADO WOMENS HALL OF FAME,image/jpeg,COLORADO WOMENS HALL OF FAME INC,,PO BOX 18849,DENVER,CO,80218-0849,80218,,,,,,,HTTP://WWW.COGREATWOMEN.ORG/,COLORADO WOMENS HALL OF FAME INC,201312,3,27876,27876,PO BOX 18849,DENVER,CO,80218-0849,198902,,,,,-104.97262,39.73441,5,7,1,08,031,PO BOX 18849,DENVER,CO,80218-0849,80218,1,1,0,0,0,0,0,0
8400100169,HSC,demo_001.jpg,273076166,,A82,,,CENTER POINT WOMENS PRESERVATION SOCIETY,image/jpeg,CENTER POINT WOMENS PRESERVATION SOCIETY,,349 37TH COURT NE,CENTER POINT,AL,35215-1423,35215,,,,,,,,CENTER POINT WOMENS PRESERVATION SOCIETY,201312,0,0,0,349 37TH CT NE,CENTER POINT,AL,35215-1423,201011,,,,,-86.67516,33.66709,3,5,2,01,073,349 37TH CT NE,CENTER POINT,AL,35215-1423,35215,1,1,0,0,0,0,0,0
8400602401,HSC,demo_001.jpg,943015670,,A50,142560494,813219,CALIFORNIA MUSEUM FOR HISTORY WOMEN AND THE ARTS,image/jpeg,THE CALIFORNIA MUSEUM OF HISTORY WOMEN AND THE ARTS,,1020 O ST,SACRAMENTO,CA,95814-5704,95814,,,,,,9166537525,HTTP://WWW.CALIFORNIAMUSEUM.ORG/,THE CALIFORNIA MUSEUM OF HISTORY WOMEN AND THE ARTS,201312,6,1057759,1057759,1020 O ST,SACRAMENTO,CA,95814-5704,198612,,,,,-121.49561,38.5746,6,8,1,06,067,1020 O ST,SACRAMENTO,CA,95814-5704,95814,1,0,0,1,0,0,0,0
8401201117,HSC,demo_001.jpg,650091930,,A80,,813410,BROWARD COUNTY WOMENS HISTORY COALITION,image/jpeg,THE BROWARD COUNTY WOMENS HISTORY COALITION INC,,PO BOX 23663,FORT LAUDERDALE,FL,33307-3663,33307,1977 NE 15TH AVE,FORT LAUDERDALE,FL,33307-3663,33307,,,THE BROWARD COUNTY WOMENS HISTORY COALITION INC,201412,0,0,0,PO BOX 23663,FT LAUDERDAL,FL,33307-3663,201204,,,,,-80.12946,26.15262,3,5,1,12,011,1977 NE 15TH AVE,FORT LAUDERDALE,FL,33307-3663,33307,1,1,0,0,0,0,0,0
8402600251,HSC,demo_001.jpg,201277021,,A80,,624221,BATTERED WOMEN AND CHILDREN'S MEMORIAL GARDEN,image/jpeg,BATTERED WOMEN AND CHILDRENS MEMORIAL GARDEN,,2340 EAST STADIUM BOULEVARD SUITE 8,ANN ARBOR,MI,48104-4823,48104,,,,,,,,BATTERED WOMEN AND CHILDRENS MEMORIAL GARDEN,201412,0,0,0,2340 EAST STADIUM BLVD,ANN ARBOR,MI,48104-4823,200501,,,,,-83.71482,42.25997,4,3,1,26,161,2340 EAST STADIUM BLVD,ANN ARBOR,MI,48104-4823,48104,1,1,0,0,0,0,0,0
